Trip_Distance_km,Est_Duration_min,Traffic_Level,Demand_Level,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price,Hour,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Vehicle_Type_Economy,Vehicle_Type_Premium,Vehicle_Type_SUV,Pickup_Location_Type_City_Center,Pickup_Location_Type_Suburb,Pickup_Location_Type_Transport_Hub,Dropoff_Location_Type_City_Center,Dropoff_Location_Type_Suburb,Dropoff_Location_Type_Transport_Hub
2.5,8.9,0,0,0,1,2,5,0,0.0,1.0,1.126,17.12,4,False,False,False,False,True,False,False,True,False,False,False,True
2.62,7.2,0,2,1,1,6,9,0,0.0,1.74,1.158,29.28,12,False,False,False,False,False,True,True,False,False,False,True,False
7.34,29.0,1,0,0,2,14,8,0,7.64,1.0,1.063,44.27,1,False,False,False,True,False,False,False,False,False,True,False,False
4.85,25.5,2,2,0,3,3,4,0,2.53,2.88,1.196,101.8,15,False,False,True,False,True,False,False,True,False,False,False,True
10.24,45.7,1,2,0,2,20,8,1,5.32,2.44,1.136,130.36,15,False,False,False,True,False,False,True,False,False,False,False,True
2.92,14.5,2,1,0,1,10,7,0,0.0,1.53,1.225,28.36,9,False,True,False,True,False,False,True,False,False,False,True,False
10.38,49.2,2,0,0,3,29,7,0,3.32,1.0,1.024,48.12,23,False,False,False,True,False,False,True,False,False,True,False,False
4.51,23.8,2,2,1,1,18,3,0,6.99,2.34,1.123,89.75,18,False,True,False,True,False,False,False,False,False,False,False,False
3.55,17.0,2,1,0,2,26,6,0,2.03,1.28,0.999,24.75,18,False,False,True,True,False,False,True,False,False,False,False,False
3.26,14.5,1,0,0,1,0,7,0,6.91,1.0,0.979,26.97,2,False,False,False,True,False,False,False,False,False,False,False,True
4.26,23.1,2,1,0,2,9,8,0,6.95,1.5,1.119,61.92,8,False,False,False,False,True,False,False,False,False,True,False,False
5.2,28.8,2,2,0,1,11,9,0,0.0,1.81,0.866,45.77,7,False,True,False,False,False,True,True,False,False,True,False,False
4.54,25.2,2,0,0,2,31,8,0,0.0,1.27,1.195,34.77,2,False,True,False,True,False,False,False,True,False,True,False,False
4.07,18.1,1,2,1,3,1,5,0,4.47,1.72,1.158,56.02,13,False,False,False,True,False,False,False,False,False,False,True,False
3.7,15.0,1,1,0,4,13,5,0,0.0,1.35,1.034,23.1,6,False,False,False,True,False,False,False,True,False,False,False,False
12.31,60.4,2,1,0,1,1,9,0,5.52,1.29,1.22,104.16,20,False,False,False,False,True,False,False,False,False,True,False,False
5.04,26.5,2,2,0,1,9,10,0,0.0,2.23,0.965,59.85,9,False,False,False,False,False,True,True,False,False,False,False,False
7.5,40.7,2,2,1,4,38,1,1,0.0,2.92,0.901,92.35,4,False,False,False,True,False,False,False,True,False,False,True,False
6.69,19.0,0,1,0,2,0,7,0,0.0,1.39,1.092,34.96,5,False,False,False,True,False,False,True,False,False,False,True,False
2.96,12.9,1,0,0,2,8,6,0,0.0,1.0,0.927,13.34,10,False,False,False,True,False,False,True,False,False,False,False,False
4.2,12.8,0,0,0,2,41,5,0,0.0,1.0,0.964,16.1,22,False,False,False,False,False,False,False,False,True,False,False,True
7.38,28.6,1,0,0,1,15,7,0,0.0,1.0,1.208,34.87,12,False,False,False,True,False,False,False,True,False,False,False,True
5.24,31.3,2,1,0,3,7,9,0,0.0,1.06,1.083,35.02,19,False,False,False,False,True,False,True,False,False,True,False,False
5.11,28.9,2,2,0,1,9,2,0,1.67,2.96,0.879,70.99,17,False,True,False,True,False,False,False,True,False,False,True,False
4.1,18.3,1,1,0,1,6,6,0,2.47,1.15,1.082,30.82,5,False,False,False,False,True,False,False,False,True,False,False,False
9.61,38.3,1,1,0,2,9,9,0,4.53,1.12,1.097,57.25,21,False,False,False,True,False,False,False,False,False,True,False,False
8.51,46.6,2,2,0,1,2,7,0,0.0,2.69,1.08,125.11,9,False,False,True,False,True,False,True,False,False,True,False,False
7.46,43.0,2,1,0,1,15,2,0,0.0,1.72,0.923,57.45,21,False,False,True,True,False,False,False,True,False,False,True,False
12.52,50.2,1,2,0,2,28,7,0,7.43,2.03,0.991,117.3,12,False,False,True,False,True,False,False,False,True,False,False,True
3.41,15.4,2,1,0,1,3,6,0,0.0,1.47,0.964,28.08,15,False,True,False,False,True,False,True,False,False,False,False,False
5.01,16.1,0,0,0,3,9,9,0,0.0,1.0,1.179,26.6,2,False,False,False,False,True,False,True,False,False,False,True,False
5.09,21.7,1,2,0,2,31,9,1,0.0,2.95,1.061,68.81,5,False,False,False,True,False,False,False,True,False,True,False,False
11.12,61.4,2,1,0,1,17,7,0,3.33,1.34,1.064,77.29,16,False,False,True,True,False,False,True,False,False,True,False,False
6.91,37.0,2,2,1,3,5,8,0,0.0,1.77,1.224,77.7,7,False,False,False,False,True,False,True,False,False,True,False,False
10.95,53.9,2,2,0,1,6,8,0,4.05,2.95,0.923,133.71375,9,False,True,False,False,True,False,True,False,False,True,False,False
11.53,52.8,2,1,0,1,1,6,0,5.53,1.48,0.973,75.93,19,False,False,False,True,False,False,True,False,False,False,False,True
2.41,11.2,2,2,0,1,0,7,0,0.0,2.46,1.187,47.35,18,False,False,False,False,True,False,True,False,False,False,False,True
5.11,22.9,1,2,0,3,5,2,0,0.0,1.84,1.109,46.15,16,False,False,False,True,False,False,False,True,False,False,False,True
9.39,32.2,0,0,0,2,12,6,0,0.0,1.0,0.854,31.76,23,False,False,False,False,True,False,False,True,False,True,False,False
7.65,27.6,1,1,0,3,24,7,1,0.0,2.06,0.957,56.73,12,False,True,False,True,False,False,False,False,True,False,False,True
5.11,14.3,0,0,0,2,6,4,0,0.0,1.0,1.159,21.23,0,False,False,False,True,False,False,False,True,False,False,False,True
9.67,29.0,0,1,1,3,27,1,0,0.0,1.3,1.249,53.59,2,False,False,False,False,False,False,False,False,True,False,False,True
5.43,19.0,0,1,0,1,53,7,0,1.86,1.1,1.011,25.58,2,False,False,False,True,False,False,False,True,False,False,True,False
8.25,41.5,2,1,0,2,1,7,0,2.62,1.42,0.961,60.38,22,False,True,False,True,False,False,False,False,False,True,False,False
9.91,55.1,2,1,0,1,3,5,1,0.0,1.93,0.857,81.73,19,False,False,False,False,True,False,False,True,False,False,False,True
10.11,45.6,2,2,0,2,20,5,0,3.39,2.14,1.066,110.31,18,False,False,False,False,True,False,False,True,False,False,False,False
7.37,35.2,2,1,0,3,6,6,1,0.0,2.2,1.243,87.93,0,False,False,True,True,False,False,False,True,False,True,False,False
3.4,13.0,1,1,0,1,3,7,0,2.81,1.39,0.863,21.48,12,False,False,False,True,False,False,True,False,False,False,False,False
12.29,61.1,2,1,0,1,5,8,0,2.79,1.23,1.227,83.42,17,False,False,False,True,False,False,True,False,False,True,False,False
7.84,43.8,2,1,0,1,0,2,0,6.71,1.86,1.001,90.99,2,False,True,False,True,False,False,False,False,False,False,False,False
11.38,65.4,2,2,0,2,1,10,0,3.75,2.73,0.989,133.71375,8,False,True,False,True,False,False,False,False,True,True,False,False
9.85,53.0,2,1,0,2,11,3,0,0.0,1.42,0.982,62.44,20,False,True,False,True,False,False,False,True,False,False,False,False
3.62,20.2,2,0,0,2,16,7,0,3.77,1.18,1.012,27.23,3,False,False,True,True,False,False,True,False,False,False,False,True
9.32,45.0,2,2,0,1,1,1,0,3.28,2.73,1.084,128.02,7,False,False,True,True,False,False,False,False,True,False,True,False
7.04,26.2,1,1,0,2,37,9,0,0.0,1.37,0.94,34.98,12,False,False,False,True,False,False,True,False,False,False,True,False
5.64,27.7,2,1,0,1,2,8,0,0.0,1.59,1.221,50.11,20,False,True,False,True,False,False,True,False,False,False,False,False
3.54,15.9,1,1,0,1,1,10,0,1.15,1.49,1.153,36.78,14,False,False,False,False,False,True,False,True,False,True,False,False
4.54,18.4,1,2,0,2,8,9,1,0.0,2.57,0.909,45.58,11,False,False,False,True,False,False,True,False,False,True,False,False
2.22,6.1,0,0,0,4,5,6,0,2.85,1.0,1.177,19.1,3,False,False,False,False,True,False,True,False,False,False,False,False
10.58,33.0,0,1,0,1,3,10,0,5.45,1.32,1.036,56.51,20,False,False,False,True,False,False,True,False,False,False,True,False
3.0,12.1,1,1,0,3,3,2,0,2.56,1.43,1.235,38.16,16,False,False,False,True,False,False,False,False,False,False,False,False
10.43,33.3,0,1,0,1,1,7,0,4.5,1.27,1.042,57.96,2,False,False,False,False,False,True,True,False,False,False,False,True
5.33,22.8,1,1,0,1,2,10,0,2.15,1.41,1.113,44.8,14,True,False,False,False,True,False,True,False,False,True,False,False
11.87,45.8,1,1,1,2,11,7,0,2.7,1.47,0.927,75.5,16,False,False,False,False,True,False,False,False,False,False,False,True
15.28,46.3,0,1,0,1,3,9,0,6.15,1.33,1.116,87.9,16,False,False,False,False,False,True,True,False,False,False,True,False
19.28,55.1,0,1,0,2,23,7,0,4.2,1.28,1.124,92.32,11,False,False,False,True,False,False,False,True,False,False,False,False
6.62,38.0,2,2,0,4,35,3,0,4.76,2.45,0.996,102.95,18,True,False,False,True,False,False,False,False,False,False,False,True
4.39,18.2,1,0,0,1,24,8,0,0.0,1.0,0.991,19.51,3,False,False,False,False,False,False,False,False,True,True,False,False
9.27,38.3,1,0,0,1,10,7,0,0.0,1.23,1.008,45.32,3,False,True,False,True,False,False,False,True,False,False,True,False
9.0,54.0,2,2,1,1,2,10,0,0.0,2.29,0.983,99.05,7,False,False,False,True,False,False,True,False,False,False,True,False
4.68,27.5,2,2,0,2,20,9,0,3.62,1.88,1.232,64.6,18,False,False,False,True,False,False,True,False,False,False,False,False
4.06,17.9,1,0,0,1,43,2,0,1.66,1.0,0.893,21.16,22,False,False,False,False,True,False,False,False,True,False,True,False
8.85,28.4,0,2,0,5,18,9,1,0.0,2.42,1.03,77.21,12,False,False,False,True,False,False,True,False,False,False,False,True
2.63,12.9,2,0,0,1,3,9,0,6.6,1.27,1.187,43.71,10,False,True,False,False,True,False,False,False,False,True,False,False
4.78,26.1,2,2,1,2,13,5,0,0.0,2.08,1.096,54.07,8,False,False,False,True,False,False,False,True,False,False,False,True
13.64,50.1,1,2,1,1,5,1,0,4.37,3.0,1.2,133.71375,15,False,False,True,False,True,False,False,False,True,False,False,False
12.36,52.2,1,1,0,1,24,6,1,7.47,1.82,1.026,103.84,13,False,False,False,True,False,False,True,False,False,False,False,False
13.83,37.7,0,1,0,1,11,5,0,7.21,1.09,0.923,54.13,12,False,False,False,False,True,False,False,True,False,False,False,False
10.68,31.4,0,1,0,1,27,6,0,6.51,1.25,0.992,57.95,23,False,False,False,True,False,False,False,False,False,False,False,False
8.72,36.2,1,1,0,1,40,4,0,1.33,1.09,0.921,36.15,10,False,False,False,True,False,False,False,True,False,False,False,False
11.46,63.6,2,0,0,1,23,10,0,2.15,1.26,1.1,75.73,14,False,False,True,True,False,False,False,True,False,True,False,False
17.51,95.8,2,0,0,2,25,7,0,2.42,1.28,0.898,96.08,14,False,False,True,False,True,False,False,True,False,False,True,False
2.38,12.1,2,1,0,2,49,10,0,2.66,1.13,1.175,20.95,20,False,False,False,True,False,False,True,False,False,False,False,True
9.38,42.9,2,1,0,2,6,3,0,6.08,1.62,1.179,96.64,2,False,False,True,False,False,False,False,False,False,False,False,False
5.92,27.1,2,1,0,1,8,6,0,2.0,1.55,1.068,46.24,3,False,False,True,True,False,False,True,False,False,True,False,False
4.23,17.7,1,1,1,2,0,10,0,0.0,1.38,0.998,25.75,20,False,False,False,True,False,False,False,False,True,True,False,False
2.6,13.4,2,2,0,1,7,4,0,0.0,2.34,1.154,47.53,18,False,False,False,False,True,False,False,True,False,False,False,True
8.26,32.4,1,0,0,2,11,8,0,2.0,1.0,1.231,41.96,22,False,False,False,True,False,False,True,False,False,False,False,True
10.23,39.8,1,1,0,2,3,3,0,6.92,1.34,1.069,66.13,14,False,False,False,False,False,False,False,True,False,False,True,False
5.6,28.8,2,1,0,2,6,10,0,1.97,1.71,0.858,41.48,8,False,True,False,True,False,False,True,False,False,False,False,False
8.57,30.1,0,0,0,3,8,3,0,2.16,1.0,1.16,39.52,4,False,False,False,False,False,False,False,False,True,False,True,False
5.83,22.6,1,1,0,3,7,8,0,1.95,1.15,1.221,35.8,14,False,False,False,True,False,False,True,False,False,False,False,False
6.06,24.9,1,1,0,2,6,7,0,3.41,1.11,0.864,30.64,10,False,False,False,False,False,True,False,True,False,True,False,False
3.98,18.6,2,1,0,2,16,7,0,5.06,1.11,1.182,37.83,3,False,False,False,True,False,False,False,False,False,False,False,True
4.03,17.0,1,1,0,1,1,8,0,0.0,1.38,1.018,30.27,12,False,False,False,False,False,True,True,False,False,False,False,True
3.0,14.6,2,2,1,2,3,6,0,0.0,2.52,1.166,44.96,16,False,True,False,True,False,False,True,False,False,False,False,True
6.17,28.2,2,1,0,2,2,9,1,3.67,2.19,1.019,68.12,9,False,True,False,True,False,False,True,False,False,False,False,False
5.05,28.8,2,1,0,3,1,2,0,0.0,1.4,0.969,39.31,18,False,False,False,False,True,False,False,False,True,False,False,False
12.8,47.5,1,1,0,2,6,8,1,5.27,1.56,1.225,105.53,10,False,False,False,False,True,False,True,False,False,False,False,False
6.22,27.0,1,1,0,1,0,5,1,0.0,1.85,1.071,59.1,6,False,True,False,False,False,True,False,True,False,False,False,True
8.83,36.3,1,0,0,1,6,7,0,0.0,1.0,1.098,38.31,0,False,False,False,True,False,False,False,True,False,False,False,True
3.13,18.7,2,2,0,1,7,2,0,4.65,2.29,1.226,76.35,19,False,True,False,True,False,False,False,False,False,False,False,False
5.39,22.7,1,1,0,1,16,8,0,3.22,1.22,1.03,37.26,13,False,False,False,False,True,False,True,False,False,False,False,True
10.93,36.8,0,0,0,1,1,8,0,5.87,1.0,1.194,56.91,15,False,False,False,False,False,True,True,False,False,False,False,False
11.52,38.5,0,2,0,2,17,6,1,4.73,2.08,1.055,98.22,4,False,False,False,True,False,False,False,False,True,False,False,False
10.19,60.8,2,1,0,1,5,7,1,4.1,1.88,1.079,108.09,17,True,False,False,True,False,False,True,False,False,True,False,False
9.69,56.8,2,2,0,2,2,7,0,1.06,2.11,0.853,85.48,18,False,True,False,True,False,False,True,False,False,False,False,False
4.64,12.6,0,1,0,2,21,7,0,6.7,1.01,1.158,33.29,20,False,False,False,True,False,False,False,False,False,False,True,False
7.11,24.3,0,1,0,1,9,7,0,1.96,1.34,0.909,38.7,6,False,False,False,False,True,False,True,False,False,False,True,False
4.43,13.9,0,0,0,1,0,9,0,0.0,1.0,0.911,18.76,3,False,False,False,False,False,True,False,True,False,True,False,False
3.17,9.5,0,0,0,1,24,6,0,0.0,1.0,0.903,11.74,4,False,False,False,True,False,False,True,False,False,False,True,False
6.35,31.7,2,2,0,2,21,8,0,0.0,2.08,1.114,75.02,7,False,False,False,False,True,False,True,False,False,False,False,True
7.91,36.1,2,2,0,1,15,8,0,0.0,2.77,0.951,97.24,19,False,False,True,False,True,False,True,False,False,False,True,False
8.86,51.3,2,2,0,1,13,3,0,0.0,2.82,1.181,133.71375,14,False,True,False,False,False,True,False,True,False,False,True,False
7.37,27.3,1,2,1,4,8,6,0,0.0,2.42,1.227,83.75,15,True,False,False,True,False,False,True,False,False,False,True,False
4.44,14.4,0,1,0,2,38,6,0,2.51,1.17,1.19,34.63,4,True,False,False,True,False,False,False,False,False,False,False,False
4.65,24.2,2,0,0,2,11,7,0,3.01,1.17,0.958,32.6,2,False,True,False,False,True,False,True,False,False,True,False,False
7.84,45.5,2,2,0,1,8,3,0,0.0,2.15,1.159,103.44,7,False,False,False,False,False,True,False,True,False,False,False,True
8.25,31.1,1,1,0,2,1,10,0,0.0,1.28,0.852,38.09,14,False,False,False,False,False,True,True,False,False,False,True,False
18.36,68.3,1,0,0,3,25,1,0,2.59,1.26,1.1,93.94,3,False,False,True,True,False,False,False,True,False,False,False,True
6.63,39.8,2,2,0,1,4,7,1,0.0,3.0,0.902,90.23,5,False,True,False,True,False,False,True,False,False,False,False,False
9.39,36.3,1,1,0,1,10,10,0,0.0,1.45,0.975,55.47,16,False,False,False,False,False,True,False,True,False,True,False,False
6.19,34.0,2,2,0,1,2,7,1,0.0,2.73,1.093,99.32,16,False,True,False,False,True,False,True,False,False,True,False,False
2.38,13.0,2,2,0,2,10,1,0,0.0,2.35,1.21,38.59,7,False,False,False,True,False,False,False,False,True,False,False,True
3.38,15.3,2,1,0,2,11,5,0,0.0,1.29,1.08,27.47,7,False,False,True,False,False,True,False,True,False,False,False,False
5.15,15.9,0,0,0,2,14,5,0,0.0,1.0,0.938,17.99,5,False,False,False,True,False,False,False,True,False,False,True,False
7.67,38.9,2,1,0,1,21,8,0,0.0,1.33,1.145,52.47,20,False,False,False,True,False,False,True,False,False,False,False,False
6.65,19.9,0,0,0,1,5,5,0,0.0,1.0,0.947,25.5,22,False,False,False,False,False,True,False,True,False,False,False,True
6.07,30.2,2,2,1,1,11,7,0,0.0,2.81,1.009,78.55,18,False,True,False,True,False,False,True,False,False,False,True,False
7.02,24.4,0,1,0,1,34,4,0,0.0,1.17,0.916,31.86,2,False,False,False,False,True,False,False,True,False,False,True,False
9.67,49.6,2,1,0,1,2,10,0,2.01,1.51,0.892,65.08,17,False,True,False,False,False,True,True,False,False,False,False,True
9.17,37.6,1,1,0,3,30,7,0,0.0,1.25,0.914,41.76,3,False,False,False,False,False,False,False,True,False,False,True,False
6.22,18.9,0,0,0,1,13,7,0,0.0,1.0,1.181,30.45,22,True,False,False,False,True,False,False,True,False,True,False,False
10.36,30.1,0,1,0,3,14,6,0,2.78,1.14,1.061,44.6,10,False,False,False,True,False,False,True,False,False,False,False,True
10.61,52.1,2,1,0,1,10,8,0,7.31,1.2,1.184,79.96,9,False,False,False,False,False,True,True,False,False,False,False,True
4.49,21.0,2,1,0,2,7,6,0,6.86,1.49,1.214,58.96,10,False,True,False,True,False,False,False,False,False,False,True,False
8.41,35.0,1,1,0,3,8,9,0,0.0,1.2,1.222,49.29,22,False,False,False,True,False,False,True,False,False,False,False,False
3.21,9.8,0,1,0,2,83,4,0,0.0,1.48,1.071,26.49,14,False,False,False,False,False,True,False,True,False,False,False,True
4.59,26.7,2,1,0,1,13,5,0,2.46,1.69,1.136,66.61,18,False,True,False,False,False,True,False,False,False,False,False,False
5.55,25.2,2,2,1,2,14,1,0,0.0,2.32,0.878,49.75,5,False,False,False,True,False,False,False,True,False,False,False,False
8.96,31.2,0,2,1,1,9,7,0,0.0,2.14,0.915,63.72,6,False,False,False,True,False,False,True,False,False,False,True,False
2.74,16.4,2,0,0,1,14,4,0,0.0,1.12,0.914,19.77,4,False,False,True,False,True,False,False,False,True,False,True,False
8.61,40.3,2,1,0,4,1,9,0,0.0,1.01,1.127,41.62,21,False,False,False,True,False,False,True,False,False,True,False,False
4.62,18.7,1,0,0,1,16,6,0,0.0,1.0,1.199,27.91,22,False,False,False,False,False,True,False,False,True,True,False,False
3.13,11.9,1,0,0,1,13,10,0,0.0,1.0,0.998,14.12,20,False,False,False,True,False,False,True,False,False,False,True,False
10.67,58.0,2,1,1,3,25,3,0,6.94,1.06,0.868,54.23,7,False,False,False,False,False,True,False,False,True,False,False,True
5.81,32.6,2,1,0,1,8,6,0,3.56,1.26,0.899,36.33,17,False,False,False,True,False,False,True,False,False,False,False,True
7.66,36.7,2,1,0,2,4,10,1,0.0,1.8,1.033,68.5,18,False,True,False,False,False,True,False,True,False,True,False,False
5.46,29.6,2,2,0,2,12,9,1,0.0,2.06,1.028,56.1,18,False,False,False,True,False,False,True,False,False,False,False,True
3.4,11.5,0,2,0,3,11,5,0,2.05,1.93,1.212,38.36,6,False,False,False,True,False,False,False,True,False,False,False,False
10.07,42.2,1,1,0,1,15,6,1,2.6,1.92,1.156,101.67,16,False,True,False,False,False,True,True,False,False,True,False,False
7.42,41.3,2,2,1,1,10,2,0,2.31,1.77,0.858,70.0,3,False,False,False,False,False,True,False,False,False,False,False,False
9.74,56.9,2,1,0,2,3,7,0,0.0,1.62,1.222,92.17,9,False,False,True,True,False,False,True,False,False,False,True,False
5.22,23.9,2,1,0,3,10,8,0,0.0,1.3,0.863,26.68,17,False,False,False,False,False,False,True,False,False,False,False,True
1.94,7.5,1,0,0,3,10,9,0,0.0,1.28,1.209,21.14,22,False,True,False,False,True,False,True,False,False,False,False,True
11.38,43.2,1,1,0,1,11,6,0,5.74,1.27,0.864,52.57,0,False,True,False,True,False,False,False,True,False,False,True,False
5.21,18.4,0,0,0,2,22,10,0,0.0,1.0,1.229,29.51,4,False,False,False,False,True,False,False,False,True,True,False,False
6.04,25.2,1,1,0,3,12,9,0,0.0,1.52,1.125,43.88,15,False,True,False,False,False,False,True,False,False,False,False,True
8.14,42.5,2,1,0,1,9,10,0,0.0,1.49,1.074,59.95,15,False,True,False,False,False,False,True,False,False,True,False,False
9.31,48.5,2,0,0,2,4,6,0,0.0,1.16,0.887,46.52,21,False,False,True,False,True,False,True,False,False,True,False,False
10.71,44.8,1,2,0,3,27,8,0,7.53,2.16,0.853,97.64,21,True,False,False,False,False,True,False,False,True,True,False,False
8.21,46.4,2,2,0,2,45,1,0,6.9,1.57,1.146,97.9,8,False,False,False,False,False,True,False,False,False,False,False,True
2.95,14.7,2,0,0,1,36,6,0,3.69,1.16,1.099,28.64,20,False,True,False,False,True,False,True,False,False,False,False,False
4.46,25.3,2,2,0,1,5,6,0,0.0,2.08,0.915,43.47,7,False,False,False,True,False,False,False,True,False,True,False,False
6.36,29.6,2,1,0,1,11,1,0,0.0,1.14,0.887,28.15,7,False,False,False,True,False,False,False,False,True,False,True,False
3.95,15.8,1,2,0,3,8,8,0,0.0,2.84,1.218,72.04,15,False,True,False,False,True,False,True,False,False,False,False,True
18.54,93.2,2,1,0,2,14,9,0,3.27,1.26,0.989,101.16,19,False,False,False,True,False,False,True,False,False,False,False,True
8.78,29.3,0,0,0,1,10,7,0,0.0,1.0,1.05,36.56,23,False,False,False,False,True,False,True,False,False,False,True,False
6.54,33.8,2,2,0,2,16,7,0,2.13,1.84,0.964,63.57,9,False,False,False,False,True,False,True,False,False,False,False,False
5.84,16.0,0,0,0,1,24,1,0,5.12,1.0,1.212,41.06,1,False,False,False,False,True,False,False,False,False,False,False,True
12.24,35.7,0,2,1,1,25,9,0,7.64,2.47,1.222,133.71375,3,False,False,False,False,False,True,True,False,False,False,True,False
13.65,64.6,2,1,0,2,29,8,0,3.88,1.59,1.166,111.52,7,False,True,False,True,False,False,True,False,False,False,False,True
5.95,32.7,2,1,0,2,9,3,0,5.96,1.16,0.858,39.55,23,False,False,False,True,False,False,False,False,False,False,False,True
7.57,40.0,2,1,0,3,18,7,0,0.0,1.12,1.147,44.78,8,False,False,False,True,False,False,False,True,False,True,False,False
3.13,14.3,2,0,0,1,3,7,0,0.0,1.16,0.976,17.37,5,False,True,False,True,False,False,False,True,False,True,False,False
5.11,14.1,0,1,0,1,2,10,0,0.0,1.44,0.923,24.21,12,False,False,False,True,False,False,False,True,False,True,False,False
3.04,16.6,2,0,0,1,5,5,0,3.12,1.0,1.149,22.96,4,False,False,False,False,False,False,False,True,False,False,True,False
3.53,20.9,2,2,1,2,29,2,0,7.87,1.66,1.074,57.26,19,False,False,False,True,False,False,False,False,False,False,False,False
2.65,8.7,0,0,0,4,14,7,0,2.72,1.0,1.06,15.42,12,True,False,False,True,False,False,True,False,False,False,False,True
14.74,58.6,1,0,0,3,16,8,0,7.39,1.27,0.969,76.67,1,False,True,False,True,False,False,True,False,False,False,True,False
9.43,36.0,1,0,0,1,6,9,0,0.0,1.0,0.858,33.59,23,True,False,False,False,True,False,True,False,False,False,False,False
3.79,16.2,1,0,0,2,0,7,0,0.0,1.21,0.907,22.81,1,False,True,False,False,False,True,True,False,False,False,False,True
2.56,11.9,2,1,0,1,59,2,0,0.0,1.25,0.881,14.64,0,False,False,False,True,False,False,False,True,False,False,True,False
8.21,34.8,1,1,0,2,2,10,1,3.13,1.54,1.233,69.01,20,False,False,False,True,False,False,True,False,False,True,False,False
7.41,37.1,2,2,0,1,16,10,0,0.0,2.43,1.23,109.59,6,False,True,False,False,False,True,True,False,False,False,True,False
7.57,33.1,1,1,0,2,7,7,0,0.0,1.3,1.222,49.89,15,False,False,False,True,False,False,True,False,False,False,False,False
6.73,21.2,0,0,0,2,11,8,0,1.24,1.0,0.938,23.86,23,False,False,False,True,False,False,True,False,False,False,False,True
3.36,11.1,0,2,1,1,3,7,0,0.0,1.83,0.888,28.58,6,False,False,False,False,True,False,False,True,False,False,False,True
10.99,55.9,2,0,0,2,8,2,0,2.13,1.27,1.184,80.54,11,False,False,True,False,True,False,False,True,False,False,False,False
12.15,35.0,0,1,0,2,22,7,0,4.47,1.18,0.92,51.23,21,False,False,False,False,False,True,False,False,True,False,False,False
2.35,10.1,1,1,0,2,14,1,0,0.0,1.44,0.902,20.23,4,False,False,False,False,True,False,False,False,True,False,False,True
6.62,20.5,0,2,1,1,5,6,0,1.78,1.8,1.044,47.84,20,False,False,False,True,False,False,False,False,True,False,False,True
5.64,24.5,1,1,0,1,6,4,0,2.07,1.42,1.083,45.8,16,False,False,False,False,False,True,False,True,False,False,False,False
6.95,39.1,2,2,0,1,4,1,0,0.0,2.15,1.215,87.45,18,False,False,True,True,False,False,False,True,False,False,True,False
5.48,19.2,0,2,0,1,21,5,1,0.0,2.57,0.894,48.98,21,False,False,False,True,False,False,False,True,False,False,True,False
10.92,44.6,1,1,0,3,0,8,0,3.98,1.35,0.863,54.36,4,False,False,False,False,False,False,True,False,False,False,True,False
2.8,11.0,1,1,0,5,6,2,0,3.25,1.39,0.942,26.12,10,False,False,False,False,True,False,False,True,False,False,True,False
3.7,20.3,2,2,0,2,7,10,0,1.44,2.49,0.891,46.9,17,False,False,False,False,False,False,True,False,False,True,False,False
6.51,22.2,0,0,0,2,54,3,0,2.06,1.0,0.904,27.05,4,False,False,False,False,True,False,False,True,False,False,False,False
3.1,11.5,1,1,1,3,3,7,0,0.0,1.17,1.171,19.04,4,False,False,False,True,False,False,True,False,False,False,False,False
7.0,33.9,2,0,0,3,13,1,0,4.96,1.14,1.134,52.89,13,False,True,False,True,False,False,False,False,False,False,True,False
7.41,31.1,1,1,0,5,3,2,0,0.0,1.45,1.068,46.71,14,False,False,False,True,False,False,False,True,False,False,True,False
7.66,44.6,2,2,0,2,2,7,1,0.0,2.6,1.008,97.73,9,False,False,False,True,False,False,False,True,False,False,False,False
9.19,45.8,2,2,0,2,19,7,0,7.47,2.22,0.972,121.17,19,False,False,False,False,True,False,False,False,False,False,True,False
6.05,29.1,2,0,0,1,18,6,0,5.64,1.18,0.854,41.58,23,False,True,False,False,True,False,False,False,False,False,False,False
11.26,55.2,2,1,0,2,1,8,0,2.96,1.51,0.862,70.87,10,False,True,False,False,False,True,False,True,False,True,False,False
7.68,24.6,0,2,0,1,35,6,1,0.0,2.7,1.021,84.96,0,False,False,False,False,True,False,False,True,False,True,False,False
9.7,28.8,0,1,0,3,9,2,0,3.02,1.36,0.919,50.58,15,False,False,False,True,False,False,False,False,False,False,False,True
13.52,44.7,0,2,0,1,6,7,1,2.82,3.0,1.071,133.71375,4,False,False,False,True,False,False,True,False,False,False,True,False
6.37,19.2,0,0,0,3,30,5,0,1.48,1.0,1.1,26.55,0,False,False,False,True,False,False,False,True,False,False,False,True
8.67,44.5,2,1,0,1,35,7,0,1.23,1.27,1.114,56.57,2,False,False,False,True,False,False,True,False,False,True,False,False
5.98,18.5,0,0,0,1,16,8,0,0.0,1.0,1.149,28.98,5,False,False,False,False,True,False,True,False,False,True,False,False
10.12,51.2,2,2,0,1,13,10,0,4.48,1.93,1.192,112.18,20,False,False,False,True,False,False,True,False,False,False,True,False
